   1.0000000e+00   0.0000000e+00   5.9213861e-18   1.9867390e-91   3.5394278e-09
   9.9999997e-01  7.8764693e-169   1.7104292e-14   5.6441563e-18   2.6922022e-08
   9.9999995e-01   3.6645143e-65   5.0439043e-14   7.2355204e-15   5.0359493e-08
   9.9999979e-01   2.1781763e-65   8.1953341e-13   1.8268165e-14   2.0519287e-07
   9.9999877e-01  9.5025085e-164   1.5792868e-11   5.7552537e-13   1.2279897e-06
   9.9999775e-01   2.1183037e-65   4.2379046e-11   5.9065943e-12   2.2531464e-06
   9.9999097e-01  1.5967386e-169   1.4443914e-10   4.1496507e-11   9.0253558e-06
   9.9996574e-01   2.2814442e-65   1.6088444e-10   6.8957245e-11   3.4255709e-05
   9.9979906e-01   0.0000000e+00   1.4588505e-10   2.1527852e-10   2.0093590e-04
   9.9971423e-01   4.4609808e-64   2.3242936e-10   8.3254114e-11   2.8576723e-04
   9.9915381e-01   3.9601668e-64   3.4766336e-09   1.9266906e-11   8.4618340e-04
   9.9545212e-01   3.1561015e-64   1.5028410e-07   1.7573167e-11   4.5477253e-03
   9.7106216e-01   2.0931701e-64   1.2203318e-05   5.8679924e-11   2.8925637e-02
   8.1646221e-01   8.9363615e-65   1.1861464e-03   1.8762245e-09   1.8235164e-01
   4.5376712e-01  9.7424605e-179   1.1897337e-01   2.7937160e-07   4.2725922e-01
   2.3297335e-02  9.3766347e-179   2.7139450e-01   3.2730788e-06   7.0530490e-01
   5.5527464e-29  4.2907906e-147   5.3201257e-01   4.9844479e-06   4.6798245e-01
   4.0922123e-55  1.9311435e-120   7.3602781e-01   2.9241491e-05   2.6394295e-01
   6.9158996e-30  1.0949325e-170   8.8762411e-01   1.9829086e-04   1.1217760e-01
   4.9240672e-31  1.5612908e-177   9.2297995e-01   1.1364267e-04   7.6906403e-02
   5.4229299e-57  4.8637738e-121   9.4659129e-01   4.0344889e-05   5.3368369e-02
   9.8802716e-32  5.2415011e-152   9.6416562e-01   4.7105164e-05   3.5787270e-02
   4.3808934e-32  5.6276631e-152   9.7537325e-01   6.5478146e-05   2.4561270e-02
   5.4148169e-32  6.1150587e-152   9.8284651e-01   6.1766348e-05   1.7091723e-02
   2.1023438e-32  1.9039500e-177   9.8760708e-01   7.2820684e-05   1.2320096e-02
   7.6332431e-58  3.7812396e-121   9.9079349e-01   4.7752491e-05   9.1587617e-03
   1.0783722e-32  4.3358600e-152   9.9312368e-01   9.9089193e-05   6.7772319e-03
   8.7173178e-33  1.3270349e-161   9.9466152e-01   1.2005670e-04   5.2184197e-03
   1.7437951e-42   0.0000000e+00   9.9569236e-01   9.7745636e-05   4.2098975e-03
   8.7093623e-33  5.5333062e-151   9.9646694e-01   4.3258341e-04   3.1004741e-03
   5.2415815e-32  1.8457452e-164   9.9664580e-01   9.6302929e-04   2.3911706e-03
   8.0997506e-33  2.8869992e-151   9.9692957e-01   6.8976245e-04   2.3806719e-03
   9.3681228e-33  6.9476136e-151   9.9714602e-01   4.5269982e-04   2.4012840e-03
   1.0121969e-32  7.9612570e-151   9.9724385e-01   3.6354764e-04   2.3925980e-03
   9.3157327e-33  1.5227783e-160   9.9724874e-01   3.2072384e-04   2.4305407e-03
   1.3092208e-42   0.0000000e+00   9.9726284e-01   1.8320631e-04   2.5539517e-03
   4.9259752e-33  4.0882986e-151   9.9685919e-01   6.5604882e-04   2.4847602e-03
   4.9335260e-33  1.7764444e-175   9.9645547e-01   8.3106152e-04   2.7134715e-03
   1.5572718e-57  4.7735041e-118   9.9633292e-01   3.7340953e-04   3.2936690e-03
   3.5119570e-31   7.3861408e-64   9.9635435e-01   6.3146000e-05   3.5825035e-03
   2.2902567e-32  1.6838043e-175   9.9746276e-01   5.8654604e-05   2.4785864e-03
   1.7357044e-58  1.7086327e-146   9.9821988e-01   2.8409397e-05   1.7517057e-03
   1.1711965e-58  2.0781415e-120   9.9877618e-01   4.5228616e-05   1.1785909e-03
   1.1315944e-32  2.6501696e-190   9.9908905e-01   1.6704530e-04   7.4390813e-04
   6.7903475e-59  4.3605944e-121   9.9932148e-01   4.5437197e-05   6.3308770e-04
   9.7610400e-34  1.7659151e-177   9.9953103e-01   3.5100227e-05   4.3386499e-04
   1.8874902e-59  1.4362148e-121   9.9966965e-01   2.9921421e-05   3.0042955e-04
   2.1707806e-34  4.8988970e-152   9.9973220e-01   8.4636554e-05   1.8316148e-04
   5.3781427e-34  6.3227650e-151   9.9972591e-01   1.6400279e-04   1.1008981e-04
   2.8595323e-33  2.7746427e-180   9.9954225e-01   4.0498898e-04   5.2756735e-05
   4.4285599e-44   0.0000000e+00   9.9951755e-01   2.5915941e-04   2.2329039e-04
   6.4894900e-34   0.0000000e+00   9.9930867e-01   5.7497858e-04   1.1635125e-04
   1.2939908e-59  4.3319784e-120   9.9924940e-01   5.9059985e-04   1.5999649e-04
   4.0403757e-33  6.7310145e-170   9.9879213e-01   1.1378266e-03   7.0046846e-05
   1.4434327e-33   0.0000000e+00   9.9866932e-01   1.1074669e-03   2.2321038e-04
   6.8951638e-44   0.0000000e+00   9.9872000e-01   1.8959835e-04   1.0904045e-03
   8.6960025e-34  4.0738634e-152   9.9908695e-01   1.6604857e-04   7.4699716e-04
   1.3217985e-33  1.7628127e-151   9.9933223e-01   1.7811080e-04   4.8966080e-04
   2.4546271e-33   0.0000000e+00   9.9940133e-01   3.0418456e-04   2.9448145e-04
   1.8976685e-59  1.9642266e-146   9.9947549e-01   1.2631873e-04   3.9819167e-04
   2.4611069e-59  1.9765561e-120   9.9954471e-01   1.5849843e-04   2.9678689e-04
   2.7919397e-33  9.6905914e-165   9.9932548e-01   4.8878432e-04   1.8573402e-04
   6.9742797e-34  2.7388356e-151   9.9929467e-01   4.7482245e-04   2.3050652e-04
   1.3850032e-33   0.0000000e+00   9.9913345e-01   6.7693989e-04   1.8960513e-04
   6.3417923e-44   0.0000000e+00   9.9913409e-01   3.6616352e-04   4.9974548e-04
   4.0963414e-34  1.7732252e-152   9.9895496e-01   6.9361131e-04   3.5142818e-04
   2.7624255e-34  8.8876040e-178   9.9846565e-01   1.2809515e-03   2.5340276e-04
   1.0580814e-59  6.6969038e-121   9.9746596e-01   2.3497362e-03   1.8430281e-04
   7.1413308e-34   0.0000000e+00   9.9201174e-01   7.8875848e-03   1.0067308e-04
   2.0653815e-34  3.1900811e-152   9.8978830e-01   1.0048788e-02   1.6291440e-04
   1.1613363e-34  1.8329739e-152   9.8361038e-01   1.6250934e-02   1.3868575e-04
   1.3453513e-34  3.5814292e-178   9.7233844e-01   2.7556950e-02   1.0461328e-04
   1.3750550e-60  1.8975116e-122   9.4098922e-01   5.8949739e-02   6.1042181e-05
   1.2925647e-35  3.8507252e-153   7.8238565e-01   2.1759666e-01   1.7694882e-05
   1.1327683e-35   0.0000000e+00   3.4269216e-01   6.5730363e-01   4.2163157e-06
   4.3503023e-36   0.0000000e+00   1.6091448e-01   8.3908142e-01   4.1029278e-06
   4.3269405e-36   0.0000000e+00   8.5768711e-02   9.1422447e-01   6.8150759e-06
   2.4767168e-35  1.4101250e-179   5.4706997e-02   9.4528478e-01   8.2248624e-06
   4.7194768e-35  7.2632739e-190   4.6491439e-02   9.5347232e-01   3.6242968e-05
   2.3922255e-45   0.0000000e+00   4.4336898e-02   9.5536436e-01   2.9873861e-04
   8.3488696e-34  1.0106944e-179   2.7041269e-02   9.7290240e-01   5.6331505e-05
   6.4807357e-34  4.4079987e-179   2.2400724e-02   9.7756472e-01   3.4560145e-05
   4.9137202e-34  4.7344534e-205   2.1183716e-02   9.7868597e-01   1.3030924e-04
   2.0339647e-60  7.3700158e-132   2.0923020e-02   9.7790028e-01   1.1767003e-03
   1.5810381e-44   0.0000000e+00   2.0137760e-02   9.7949155e-01   3.7069227e-04
   2.8153687e-34  6.2901765e-181   6.4353643e-03   9.9353404e-01   3.0592712e-05
   1.9128261e-34  3.1362360e-180   2.5380815e-03   9.9745627e-01   5.6503557e-06
   1.2833369e-34  1.7582982e-172   1.4931477e-03   9.9849873e-01   8.1197607e-06
   6.8541762e-36  8.5715773e-153   1.1600970e-03   9.9881125e-01   2.8650914e-05
   1.6153292e-34  4.3666594e-180   5.6331115e-04   9.9942599e-01   1.0700525e-05
   6.2622238e-35  1.2189473e-151   3.9801040e-04   9.9955289e-01   4.9098272e-05
   2.3622414e-33  7.3007204e-179   9.0302528e-05   9.9983669e-01   7.3010690e-05
   1.0737974e-33   0.0000000e+00   8.4621996e-09   9.9933056e-01   6.6943485e-04
   4.0688775e-33  1.4802929e-165   3.5012320e-04   9.9924875e-01   4.0112400e-04
   8.6281410e-34  1.0414761e-151   5.3794503e-04   9.9910155e-01   3.6050882e-04
   2.1536876e-33  1.8143640e-165   6.0139019e-04   9.9919688e-01   2.0173143e-04
   1.0084589e-33   0.0000000e+00   6.4051369e-04   9.9919573e-01   1.6375812e-04
   6.7769571e-34   0.0000000e+00   6.9032764e-04   9.9901536e-01   2.9431657e-04
   2.9820253e-34  1.8917774e-152   8.1498092e-04   9.9834968e-01   8.3534391e-04
   2.0936200e-34  2.5367378e-153   1.2205155e-03   9.9824837e-01   5.3111872e-04
   1.4434056e-34  3.1629836e-153   1.4079084e-03   9.9840907e-01   1.8302237e-04
   1.5229485e-34   0.0000000e+00   7.9296460e-04   9.9916283e-01   4.4202467e-05
   5.9452095e-35   0.0000000e+00   4.4326762e-04   9.9953851e-01   1.8222999e-05
   1.8222629e-35   0.0000000e+00   2.8553648e-04   9.9969777e-01   1.6690148e-05
   9.1688340e-37  8.3752670e-155   2.2455860e-04   9.9975680e-01   1.8638507e-05
   1.7923213e-36   0.0000000e+00   9.8086162e-05   9.9989869e-01   3.2230126e-06
   1.7798204e-36  2.7596509e-181   2.9776243e-05   9.9996956e-01   6.5909299e-07
