   9.6388269e-01   1.5312826e-02   2.0804479e-02
   9.2391648e-01   3.4603204e-02   4.1480318e-02
   8.1782085e-01   9.9851370e-02   8.2327785e-02
   8.3992000e-01   7.9233352e-02   8.0846650e-02
   7.3632741e-01   1.4799676e-01   1.1567583e-01
   7.5226938e-01   1.3389347e-01   1.1383714e-01
   8.9286799e-01   4.3078859e-02   6.4053154e-02
   9.3736653e-01   2.1095019e-02   4.1538448e-02
   9.5203589e-01   1.6115437e-02   3.1848672e-02
   9.5639155e-01   1.6212596e-02   2.7395855e-02
   9.5412114e-01   2.1511238e-02   2.4367618e-02
   9.3537663e-01   4.4374438e-02   2.0248928e-02
   9.5364704e-01   2.1521568e-02   2.4831395e-02
   9.5831312e-01   1.5878991e-02   2.5807889e-02
   9.5952434e-01   1.4486623e-02   2.5989033e-02
   9.5984605e-01   1.4143363e-02   2.6010586e-02
   9.5993418e-01   1.4058864e-02   2.6006958e-02
   9.5995928e-01   1.4038111e-02   2.6002606e-02
   9.5996677e-01   1.4033033e-02   2.6000193e-02
   9.5996913e-01   1.4031799e-02   2.5999066e-02
   9.5996994e-01   1.4031513e-02   2.5998545e-02
   9.5997028e-01   1.4031495e-02   2.5998228e-02
   9.5997045e-01   1.4031718e-02   2.5997831e-02
   9.5997027e-01   1.4032739e-02   2.5996991e-02
   9.5996801e-01   1.4037039e-02   2.5994951e-02
   9.5995519e-01   1.4054831e-02   2.5989981e-02
   9.5989386e-01   1.4127845e-02   2.5978291e-02
   9.5962132e-01   1.4425902e-02   2.5952780e-02
   9.5845526e-01   1.5638681e-02   2.5906057e-02
   9.5357328e-01   2.0563211e-02   2.5863514e-02
   9.3339557e-01   4.0533153e-02   2.6071278e-02
   8.5065570e-01   1.2144730e-01   2.7896999e-02
   5.1304247e-01   4.4911927e-01   3.7838261e-02
   3.0449105e-01   6.6877132e-01   2.6737631e-02
   1.4684610e-01   8.4082892e-01   1.2324989e-02
   1.0657387e-26   1.0000000e+00   1.2361527e-16
   2.3795855e-01   4.6305737e-02   7.1573571e-01
   6.8694799e-01   1.8288911e-02   2.9476310e-01
   8.5520131e-01   1.3754730e-02   1.3104396e-01
   9.1819732e-01   1.3878663e-02   6.7924018e-02
   9.3981601e-01   1.5667175e-02   4.4516815e-02
   9.3995421e-01   2.1850291e-02   3.8195504e-02
   9.1111701e-01   4.5749613e-02   4.3133377e-02
   7.9361280e-01   1.4091146e-01   6.5475749e-02
   8.0433779e-01   1.4970210e-01   4.5960116e-02
   6.1978107e-01   3.3449692e-01   4.5722016e-02
   5.5073897e-01   4.3423683e-01   1.5024200e-02
   3.1145775e-26   1.0000000e+00   1.2090113e-16
   2.6628153e-01   2.9230207e-01   4.4141640e-01
   4.3458432e-02   3.4204953e-03   9.5312107e-01
   5.9596175e-02   4.6421932e-04   9.3993961e-01
   6.1362988e-01   5.7761299e-03   3.8059399e-01
   8.2529196e-01   1.0148484e-02   1.6455956e-01
   9.0573335e-01   1.2585914e-02   8.1680736e-02
   9.3448840e-01   1.4355565e-02   5.1156037e-02
   9.3914630e-01   1.7642981e-02   4.3210715e-02
   9.2108466e-01   2.8703709e-02   5.0211629e-02
   8.4953646e-01   7.0911095e-02   7.9552446e-02
   9.0557601e-01   3.1195389e-02   6.3228599e-02
   9.0309383e-01   2.5848195e-02   7.1057978e-02
   8.4603363e-01   4.0144597e-02   1.1382177e-01
   6.6550686e-01   9.9905912e-02   2.3458723e-01
   6.0055241e-01   6.6484715e-02   3.3296287e-01
   3.0554308e-01   8.7424532e-02   6.0703239e-01
   3.9183258e-02   1.3473039e-03   9.5946944e-01
   4.9424443e-02   7.0869384e-04   9.4986686e-01
   4.8068662e-01   2.9657001e-02   4.8965638e-01
   4.7093461e-01   1.8323445e-01   3.4583094e-01
   4.8836838e-01   2.9626590e-01   2.1536572e-01
   5.4931909e-01   3.7053751e-01   8.0143397e-02
   4.6992365e-01   4.7489030e-01   5.5186051e-02
   4.5314837e-01   5.3018549e-01   1.6666136e-02
   1.3804955e-26   1.0000000e+00   2.8359690e-17
   1.5329859e-01   7.5475668e-01   9.1944732e-02
   3.2890938e-01   4.9054503e-01   1.8054559e-01
   5.6322090e-01   1.5833641e-01   2.7844268e-01
   4.9835083e-01   5.7858031e-02   4.4379114e-01
   1.6496605e-01   2.7524235e-03   8.3228153e-01
   2.7668913e-01   6.5356581e-03   7.1677521e-01
   2.3126314e-01   1.0383378e-02   7.5835348e-01
   6.4450272e-09   2.5216109e-03   9.9747838e-01
   2.5831688e-03   4.9465908e-05   9.9736737e-01
   2.1541764e-02   1.2773224e-04   9.7833050e-01
   3.4714725e-01   5.2876837e-03   6.4756507e-01
   4.2583647e-01   1.6404091e-02   5.5775944e-01
   3.3098108e-01   4.7728602e-02   6.2129031e-01
   2.5718295e-01   1.9644876e-02   7.2317217e-01
   6.6967803e-01   1.7123976e-01   1.5908222e-01
   2.5309875e-26   1.0000000e+00   1.2106821e-16
   1.6735120e-01   7.7959195e-01   5.3056849e-02
   3.7040144e-01   5.3539813e-01   9.4200433e-02
   6.8655440e-01   2.2598530e-01   8.7460304e-02
   7.2858205e-01   1.7980860e-01   9.1609349e-02
   8.8433091e-01   5.5930814e-02   5.9738274e-02
   9.2785920e-01   2.6725487e-02   4.5415313e-02
   9.3124230e-01   2.4031933e-02   4.4725768e-02
   8.9990927e-01   4.0463388e-02   5.9627341e-02
   7.8280988e-01   1.1101334e-01   1.0617678e-01
   7.9106558e-01   9.5032192e-02   1.1390222e-01
   6.3878718e-01   1.8452078e-01   1.7669204e-01
