   9.5901233e-01   1.2491115e-02   2.8496559e-02
   9.1271894e-01   1.8093887e-02   6.9187169e-02
   8.1496286e-01   2.3936995e-02   1.6110015e-01
   5.7741098e-01   2.8816673e-02   3.9377235e-01
   1.3833675e-08   6.3872360e-03   9.9361275e-01
   6.1235339e-10   5.0116976e-04   9.9949883e-01
   1.6442442e-03   2.6437549e-05   9.9832932e-01
   5.0141164e-03   5.3502782e-05   9.9493238e-01
   5.9870600e-02   2.5077937e-03   9.3762161e-01
   2.9197261e-08   5.7766823e-03   9.9422329e-01
   3.4249975e-01   1.5594050e-02   6.4190620e-01
   3.7922796e-01   7.3679355e-02   5.4709268e-01
   4.4790504e-01   9.4335308e-02   4.5775965e-01
   5.7283891e-01   7.0406866e-02   3.5675422e-01
   4.9181405e-01   1.2556291e-01   3.8262304e-01
   4.8291725e-01   1.1616277e-01   4.0091998e-01
   5.4407096e-01   4.7208797e-02   4.0872024e-01
   4.2558178e-01   2.7497829e-02   5.4692039e-01
   5.0583271e-02   1.6459953e-03   9.4777073e-01
   4.6731354e-02   8.6286619e-03   9.4463998e-01
   4.2716317e-03   2.1553101e-04   9.9551284e-01
   1.0106262e-08   1.9049497e-03   9.9809504e-01
   3.3580690e-01   1.8032896e-02   6.4616020e-01
   7.1744496e-01   1.2955160e-02   2.6959988e-01
   8.5705671e-01   1.8132876e-02   1.2481041e-01
   8.8908744e-01   3.9193567e-02   7.1718998e-02
   8.1718796e-01   1.2330939e-01   5.9502656e-02
   4.5487011e-01   4.6465844e-01   8.0471451e-02
   2.1282504e-01   6.9776296e-01   8.9411999e-02
   3.0898199e-01   5.8693071e-01   1.0408730e-01
   1.1484448e-01   7.3530848e-01   1.4984705e-01
   1.4584640e-01   5.9237471e-01   2.6177889e-01
   1.4142275e-01   4.2571526e-01   4.3286200e-01
   1.0102678e-01   2.3565026e-01   6.6332296e-01
   3.8657232e-09   1.4297420e-02   9.8570258e-01
   6.4377456e-10   9.3297339e-04   9.9906703e-01
   1.4608429e-03   2.9101787e-05   9.9851006e-01
   1.5509632e-03   3.5519678e-05   9.9841352e-01
   1.1197789e-08   1.5878429e-03   9.9841215e-01
   4.2250128e-01   1.4915345e-02   5.6258337e-01
   4.9393484e-01   8.1152762e-02   4.2491239e-01
   5.9005070e-01   1.0320795e-01   3.0674135e-01
   4.0318975e-01   2.7931803e-01   3.1749222e-01
   2.7885916e-01   3.8637242e-01   3.3476842e-01
   1.8130459e-01   4.5143841e-01   3.6725699e-01
   3.2095642e-01   2.0575774e-01   4.7328585e-01
   1.7387661e-01   1.4314572e-01   6.8297767e-01
   5.3905576e-09   9.3153079e-03   9.9068469e-01
   1.4825498e-03   1.0174394e-04   9.9841571e-01
   1.3509653e-09   2.1762096e-04   9.9978238e-01
   3.1727462e-02   1.6268288e-04   9.6810985e-01
   5.5623185e-01   5.3739224e-03   4.3839422e-01
   7.4904642e-01   1.0221292e-02   2.4073229e-01
   8.0307385e-01   1.4098371e-02   1.8282778e-01
   7.7340852e-01   1.8352484e-02   2.0823900e-01
   6.3627769e-01   2.1998835e-02   3.4172347e-01
   2.7777977e-01   9.0505142e-03   7.1316971e-01
   3.9163030e-01   7.3785099e-02   5.3458461e-01
   4.9579750e-01   1.0976839e-01   3.9443411e-01
   2.6086589e-01   3.3243220e-01   4.0670190e-01
   5.6926956e-02   4.9373785e-01   4.4933519e-01
   3.3916390e-08   4.1133223e-01   5.8866773e-01
   1.7231824e-01   4.8606447e-01   3.4161729e-01
   1.8328446e-01   6.3129750e-01   1.8541804e-01
   6.8624529e-02   8.1421267e-01   1.1716280e-01
   9.5797901e-02   8.0577854e-01   9.8423561e-02
   8.8708475e-02   8.2311373e-01   8.8177795e-02
   2.9934035e-01   6.0499721e-01   9.5662435e-02
   6.0508358e-01   3.3810065e-01   5.6815773e-02
   8.3913095e-01   9.8435423e-02   6.2433629e-02
   8.9035748e-01   3.9840478e-02   6.9802045e-02
   8.6727668e-01   2.9164544e-02   1.0355878e-01
   7.6126396e-01   3.8431379e-02   2.0030466e-01
   4.6990708e-01   7.4874382e-02   4.5521854e-01
   2.7819624e-01   5.8771461e-03   7.1592661e-01
   5.8172515e-01   1.6328063e-02   4.0194678e-01
   6.3619752e-01   5.7311288e-02   3.0649119e-01
   7.8129396e-01   3.9730813e-02   1.7897522e-01
   7.8053381e-01   6.9778677e-02   1.4968752e-01
   8.9712709e-01   2.7069723e-02   7.5803190e-02
   9.3730676e-01   1.6968438e-02   4.5724804e-02
   9.5161895e-01   1.4647201e-02   3.3733850e-02
   9.5684582e-01   1.4141137e-02   2.9013040e-02
   9.5878916e-01   1.4042152e-02   2.7168690e-02
   9.5952066e-01   1.4027751e-02   2.6451586e-02
   9.5979828e-01   1.4028078e-02   2.6173643e-02
   9.5990412e-01   1.4029669e-02   2.6066214e-02
   9.5994434e-01   1.4030678e-02   2.6024985e-02
   9.5995895e-01   1.4031248e-02   2.6009804e-02
   9.5996240e-01   1.4031736e-02   2.6005863e-02
   9.5995810e-01   1.4032581e-02   2.6009316e-02
   9.5994178e-01   1.4034665e-02   2.6023552e-02
   9.5989720e-01   1.4040282e-02   2.6062516e-02
   9.5977962e-01   1.4055981e-02   2.6164401e-02
   9.5946949e-01   1.4101380e-02   2.6429130e-02
   9.5864527e-01   1.4238118e-02   2.7116613e-02
   9.5642746e-01   1.4669623e-02   2.8902919e-02
   9.5035108e-01   1.6099775e-02   3.3549144e-02
   9.3327875e-01   2.1067345e-02   4.5653910e-02
   8.8368721e-01   3.9042354e-02   7.7270440e-02
